race_date,track,track_code,race_no,start_time
2026-09-25,urawa,18,1,13:30
2026-09-25,urawa,18,2,14:00
2026-09-25,urawa,18,3,14:30
2026-09-25,urawa,18,4,15:00
2026-09-25,urawa,18,5,15:30
2026-09-25,urawa,18,6,16:00
2026-09-25,urawa,18,7,16:35
2026-09-25,urawa,18,8,17:10
2026-09-25,urawa,18,9,17:45
2026-09-25,urawa,18,10,18:20
2026-09-25,urawa,18,11,18:55
2026-09-25,urawa,18,12,19:30
