track,track_code,race_no,minutes_before,target_time,started_at,finished_at,status,returncode
urawa,18,1,30,2026-09-25T13:00:00+09:00,2026-09-25T13:00:00.000575+09:00,2026-09-25T13:00:03.247634+09:00,success,0
urawa,18,1,15,2026-09-25T13:15:00+09:00,2026-09-25T13:15:00.000554+09:00,2026-09-25T13:15:02.425213+09:00,success,0
urawa,18,1,10,2026-09-25T13:20:00+09:00,2026-09-25T13:20:00.000723+09:00,2026-09-25T13:20:02.491551+09:00,success,0
urawa,18,1,5,2026-09-25T13:25:00+09:00,2026-09-25T13:25:00.000495+09:00,2026-09-25T13:25:03.033131+09:00,success,0
urawa,18,1,2,2026-09-25T13:28:00+09:00,2026-09-25T13:28:00.000428+09:00,2026-09-25T13:28:02.396007+09:00,success,0
urawa,18,2,30,2026-09-25T13:30:00+09:00,2026-09-25T13:30:00.000476+09:00,2026-09-25T13:30:02.601769+09:00,success,0
urawa,18,2,15,2026-09-25T13:45:00+09:00,2026-09-25T13:45:00.000599+09:00,2026-09-25T13:45:02.649895+09:00,success,0
urawa,18,2,10,2026-09-25T13:50:00+09:00,2026-09-25T13:50:00.000494+09:00,2026-09-25T13:50:03.181242+09:00,success,0
urawa,18,2,5,2026-09-25T13:55:00+09:00,2026-09-25T13:55:00.000688+09:00,2026-09-25T13:55:02.502306+09:00,success,0
urawa,18,2,2,2026-09-25T13:58:00+09:00,2026-09-25T13:58:00.000522+09:00,2026-09-25T13:58:02.512862+09:00,success,0
urawa,18,3,30,2026-09-25T14:00:00+09:00,2026-09-25T14:00:00.000462+09:00,2026-09-25T14:00:02.545702+09:00,success,0
urawa,18,3,15,2026-09-25T14:15:00+09:00,2026-09-25T14:15:00.000672+09:00,2026-09-25T14:15:02.838265+09:00,success,0
urawa,18,3,10,2026-09-25T14:20:00+09:00,2026-09-25T14:20:00.000440+09:00,2026-09-25T14:20:02.950303+09:00,success,0
urawa,18,3,5,2026-09-25T14:25:00+09:00,2026-09-25T14:25:00.000623+09:00,2026-09-25T14:25:02.706159+09:00,success,0
urawa,18,3,2,2026-09-25T14:28:00+09:00,2026-09-25T14:28:00.000457+09:00,2026-09-25T14:28:01.850181+09:00,success,0
urawa,18,4,30,2026-09-25T14:30:00+09:00,2026-09-25T14:30:00.000483+09:00,2026-09-25T14:30:02.793047+09:00,success,0
urawa,18,6,15,2026-09-25T15:45:00+09:00,2026-09-25T15:45:00.000632+09:00,2026-09-25T15:45:01.625965+09:00,success,0
urawa,18,6,10,2026-09-25T15:50:00+09:00,2026-09-25T15:50:00.000515+09:00,2026-09-25T15:50:02.669404+09:00,success,0
urawa,18,6,5,2026-09-25T15:55:00+09:00,2026-09-25T15:55:00.000484+09:00,2026-09-25T15:55:02.670066+09:00,success,0
urawa,18,6,2,2026-09-25T15:58:00+09:00,2026-09-25T15:58:00.000451+09:00,2026-09-25T15:58:02.656768+09:00,success,0
urawa,18,7,30,2026-09-25T16:05:00+09:00,2026-09-25T16:05:00.000616+09:00,2026-09-25T16:05:02.859479+09:00,success,0
urawa,18,7,15,2026-09-25T16:20:00+09:00,2026-09-25T16:20:00.000478+09:00,2026-09-25T16:20:02.530924+09:00,success,0
urawa,18,7,10,2026-09-25T16:25:00+09:00,2026-09-25T16:25:00.000480+09:00,2026-09-25T16:25:03.316451+09:00,success,0
urawa,18,7,5,2026-09-25T16:30:00+09:00,2026-09-25T16:30:00.000395+09:00,2026-09-25T16:30:02.792499+09:00,success,0
urawa,18,7,2,2026-09-25T16:33:00+09:00,2026-09-25T16:33:00.000565+09:00,2026-09-25T16:33:02.430376+09:00,success,0
urawa,18,8,30,2026-09-25T16:40:00+09:00,2026-09-25T16:40:00.000437+09:00,2026-09-25T16:40:02.008694+09:00,success,0
urawa,18,8,15,2026-09-25T16:55:00+09:00,2026-09-25T16:55:00.000580+09:00,2026-09-25T16:55:03.159268+09:00,success,0
urawa,18,8,10,2026-09-25T17:00:00+09:00,2026-09-25T17:00:00.000527+09:00,2026-09-25T17:00:02.707012+09:00,success,0
urawa,18,8,5,2026-09-25T17:05:00+09:00,2026-09-25T17:05:00.000479+09:00,2026-09-25T17:05:02.697277+09:00,success,0
urawa,18,8,2,2026-09-25T17:08:00+09:00,2026-09-25T17:08:00.000570+09:00,2026-09-25T17:08:01.600398+09:00,success,0
urawa,18,9,30,2026-09-25T17:15:00+09:00,2026-09-25T17:15:00.000503+09:00,2026-09-25T17:15:03.015298+09:00,success,0
urawa,18,9,15,2026-09-25T17:30:00+09:00,2026-09-25T17:30:00.000589+09:00,2026-09-25T17:30:03.335413+09:00,success,0
urawa,18,9,10,2026-09-25T17:35:00+09:00,2026-09-25T17:35:00.000487+09:00,2026-09-25T17:35:01.759029+09:00,success,0
urawa,18,9,5,2026-09-25T17:40:00+09:00,2026-09-25T17:40:00.000496+09:00,2026-09-25T17:40:02.188721+09:00,success,0
urawa,18,9,2,2026-09-25T17:43:00+09:00,2026-09-25T17:43:00.000663+09:00,2026-09-25T17:43:01.681316+09:00,success,0
urawa,18,10,30,2026-09-25T17:50:00+09:00,2026-09-25T17:50:00.000530+09:00,2026-09-25T17:50:01.581650+09:00,success,0
urawa,18,10,15,2026-09-25T18:05:00+09:00,2026-09-25T18:05:00.000667+09:00,2026-09-25T18:05:02.120701+09:00,success,0
urawa,18,10,10,2026-09-25T18:10:00+09:00,2026-09-25T18:10:00.000617+09:00,2026-09-25T18:10:02.428636+09:00,success,0
urawa,18,10,5,2026-09-25T18:15:00+09:00,2026-09-25T18:15:00.000537+09:00,2026-09-25T18:15:03.127468+09:00,success,0
urawa,18,10,2,2026-09-25T18:18:00+09:00,2026-09-25T18:18:00.000478+09:00,2026-09-25T18:18:01.880617+09:00,success,0
urawa,18,11,30,2026-09-25T18:25:00+09:00,2026-09-25T18:25:00.000440+09:00,2026-09-25T18:25:02.021365+09:00,success,0
urawa,18,11,15,2026-09-25T18:40:00+09:00,2026-09-25T18:40:00.000489+09:00,2026-09-25T18:40:02.702264+09:00,success,0
urawa,18,11,10,2026-09-25T18:45:00+09:00,2026-09-25T18:45:00.000430+09:00,2026-09-25T18:45:01.918190+09:00,success,0
urawa,18,11,5,2026-09-25T18:50:00+09:00,2026-09-25T18:50:00.000953+09:00,2026-09-25T18:50:01.899991+09:00,success,0
urawa,18,11,2,2026-09-25T18:53:00+09:00,2026-09-25T18:53:00.000407+09:00,2026-09-25T18:53:01.879369+09:00,success,0
urawa,18,12,30,2026-09-25T19:00:00+09:00,2026-09-25T19:00:00.000493+09:00,2026-09-25T19:00:02.712656+09:00,success,0
urawa,18,12,15,2026-09-25T19:15:00+09:00,2026-09-25T19:15:00.000528+09:00,2026-09-25T19:15:01.676164+09:00,success,0
urawa,18,12,10,2026-09-25T19:20:00+09:00,2026-09-25T19:20:00.000423+09:00,2026-09-25T19:20:01.691151+09:00,success,0
urawa,18,12,5,2026-09-25T19:25:00+09:00,2026-09-25T19:25:00.000498+09:00,2026-09-25T19:25:01.440189+09:00,success,0
urawa,18,12,2,2026-09-25T19:28:00+09:00,2026-09-25T19:28:00.000538+09:00,2026-09-25T19:28:01.819487+09:00,success,0
