race_date,track,race_no,start_time,source_url
2026-09-20,saga,1,16:25,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/DebaTable?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,2,17:00,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/DebaTable?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20,saga,3,17:35,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/DebaTable?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=3
2026-09-20,saga,4,18:05,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/DebaTable?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=4
2026-09-20,saga,5,18:35,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/DebaTable?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=5
2026-09-20,saga,6,19:05,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/DebaTable?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=6
2026-09-20,saga,7,19:35,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/DebaTable?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=7
2026-09-20,saga,8,20:10,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/DebaTable?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=8
2026-09-20,saga,9,20:40,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/DebaTable?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=9
