race_date,track,race_no,start_time,minutes_before,target_time,captured_at,capture_launch_time,offset_seconds,source_time,bet_type,combination,odds_low,odds_high,popularity,status,source_file,source_url
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,ワイド,1-2,2.1,3.3,3,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,ワイド,1-3,5.0,7.4,7,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,ワイド,1-4,2.9,4.3,5,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,ワイド,1-5,12.8,18.4,15,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,ワイド,1-6,1.1,1.2,1,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,ワイド,1-7,9.5,13.9,12,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,ワイド,2-3,8.4,9.8,11,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,ワイド,2-4,5.1,6.0,8,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,ワイド,2-5,23.7,26.5,20,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,ワイド,2-6,1.7,2.5,2,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,ワイド,2-7,11.2,12.7,14,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,ワイド,3-4,7.0,7.8,9,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,ワイド,3-5,21.2,22.3,18,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,ワイド,3-6,3.4,4.9,6,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,ワイド,3-7,15.9,16.9,16,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,ワイド,4-5,33.3,35.4,21,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,ワイド,4-6,2.8,4.2,4,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,ワイド,4-7,17.9,19.3,17,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,ワイド,5-6,10.7,15.3,13,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,ワイド,5-7,22.9,23.3,19,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,ワイド,6-7,7.3,10.5,10,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,1-2-3,19.2,19.2,7,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,1-2-4,12.0,12.0,4,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,1-2-5,61.8,61.8,18,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,1-2-6,2.7,2.7,1,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,1-2-7,41.4,41.4,13,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,1-3-4,27.1,27.1,9,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,1-3-5,69.2,69.2,19,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,1-3-6,7.3,7.3,3,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,1-3-7,48.3,48.3,14,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,1-4-5,70.3,70.3,21,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,1-4-6,5.4,5.4,2,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,1-4-7,41.0,41.0,12,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,1-5-6,33.3,33.3,11,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,1-5-7,82.8,82.8,24,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,1-6-7,18.8,18.8,6,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,2-3-4,53.3,53.3,15,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,2-3-5,178.5,178.5,32,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,2-3-6,26.9,26.9,8,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,2-3-7,113.2,113.2,26,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,2-4-5,87.5,87.5,25,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,2-4-6,16.0,16.0,5,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,2-4-7,78.6,78.6,23,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,2-5-6,132.6,132.6,28,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,2-5-7,178.5,178.5,32,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,2-6-7,53.9,53.9,16,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,3-4-5,178.5,178.5,32,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,3-4-6,29.0,29.0,10,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,3-4-7,113.2,113.2,26,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,3-5-6,136.5,136.5,29,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,3-5-7,160.0,160.0,31,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,3-6-7,69.2,69.2,19,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,4-5-6,76.1,76.1,22,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,4-5-7,193.4,193.4,35,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,4-6-7,54.6,54.6,17,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,三連複,5-6-7,145.0,145.0,30,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,馬連,1-2,8.0,8.0,2,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,馬連,1-3,14.9,14.9,5,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,馬連,1-4,11.7,11.7,4,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,馬連,1-5,57.2,57.2,13,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,馬連,1-6,1.6,1.6,1,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,馬連,1-7,36.1,36.1,9,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,馬連,2-3,68.7,68.7,15,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,馬連,2-4,24.5,24.5,8,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,馬連,2-5,171.7,171.7,19,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,馬連,2-6,9.5,9.5,3,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,馬連,2-7,64.4,64.4,14,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,馬連,3-4,55.7,55.7,12,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,馬連,3-5,206.1,206.1,21,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,馬連,3-6,17.7,17.7,7,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,馬連,3-7,54.2,54.2,11,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,馬連,4-5,187.3,187.3,20,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,馬連,4-6,17.1,17.1,6,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,馬連,4-7,128.8,128.8,18,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,馬連,5-6,98.1,98.1,16,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,馬連,5-7,103.0,103.0,17,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,30,15:55:00,2026-09-20 15:55:00,15:55:00,0.0,15:54,馬連,6-7,43.8,43.8,10,success,saga_1R_m30_155500_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,5,16:20:00,2026-09-20 16:20:00,16:20:00,0.0,16:19,ワイド,1-2,1.8,3.6,3,success,saga_1R_m5_162000_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,5,16:20:00,2026-09-20 16:20:00,16:20:00,0.0,16:19,ワイド,1-3,2.2,4.0,4,success,saga_1R_m5_162000_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,5,16:20:00,2026-09-20 16:20:00,16:20:00,0.0,16:19,ワイド,1-4,3.2,6.1,6,success,saga_1R_m5_162000_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,5,16:20:00,2026-09-20 16:20:00,16:20:00,0.0,16:19,ワイド,1-5,16.1,30.3,13,success,saga_1R_m5_162000_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,5,16:20:00,2026-09-20 16:20:00,16:20:00,0.0,16:19,ワイド,1-6,1.0,1.0,1,success,saga_1R_m5_162000_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20,saga,1,16:25,5,16:20:00,2026-09-20 16:20:00,16:20:00,0.0,16:19,ワイド,1-7,9.5,18.3,11,success,saga_1R_m5_162000_odds.csv,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
