captured_at,source_time,race_date,track,race_no,bet_type,combination,odds_low,odds_high,popularity,source_url
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,馬連,2-7,36.7,36.7,13,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,馬連,3-4,36.7,36.7,13,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,馬連,5-6,44.6,44.6,15,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,馬連,2-3,48.1,48.1,16,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,馬連,5-7,48.1,48.1,16,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,馬連,2-5,89.3,89.3,18,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,馬連,3-5,89.3,89.3,18,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,馬連,4-5,104.2,104.2,20,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,馬連,4-7,156.3,156.3,21,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,ワイド,1-6,1.0,1.0,1,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,ワイド,2-6,1.5,2.6,2,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,ワイド,4-6,2.4,4.4,3,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,ワイド,1-2,2.6,5.6,4,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,ワイド,1-4,3.6,7.1,5,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,ワイド,3-6,3.8,6.9,6,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,ワイド,1-3,6.5,12.6,7,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,ワイド,2-4,7.0,8.2,8,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,ワイド,6-7,7.4,13.7,9,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,ワイド,5-6,7.8,14.4,10,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,ワイド,1-7,8.5,16.0,11,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,ワイド,2-7,10.8,12.1,12,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,ワイド,2-3,11.4,13.2,13,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,ワイド,3-4,11.6,12.7,14,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,ワイド,1-5,12.5,23.7,15,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,ワイド,2-5,19.5,21.8,16,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,ワイド,4-7,24.3,26.0,17,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,ワイド,3-7,27.4,28.6,18,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,ワイド,4-5,29.7,31.7,19,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,ワイド,3-5,34.2,35.6,20,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,ワイド,5-7,39.8,40.6,21,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsWide?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,1-2-6,4.6,4.6,1,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,1-4-6,5.1,5.1,2,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,1-3-6,8.6,8.6,3,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,1-2-4,10.5,10.5,4,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,2-4-6,11.9,11.9,5,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,1-6-7,16.0,16.0,6,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,1-2-3,17.8,17.8,7,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,1-3-4,20.0,20.0,8,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,3-4-6,26.0,26.0,9,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,1-4-7,28.1,28.1,10,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,1-5-6,28.6,28.6,11,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,1-3-7,30.6,30.6,12,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,2-3-6,31.1,31.1,13,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,1-2-7,32.3,32.3,14,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,4-6-7,42.5,42.5,15,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,1-2-5,44.7,44.7,16,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,2-4-5,44.7,44.7,16,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,4-5-6,47.1,47.1,18,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,1-4-5,49.8,49.8,19,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,1-5-7,49.8,49.8,19,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,1-3-5,51.3,51.3,21,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,3-6-7,51.3,51.3,21,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,2-6-7,52.9,52.9,23,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,2-3-4,62.3,62.3,24,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,2-4-7,72.7,72.7,25,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,3-5-7,87.2,87.2,26,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,3-4-7,91.8,91.8,27,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,2-3-7,102.6,102.6,28,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,2-5-6,102.6,102.6,28,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,2-3-5,124.7,124.7,30,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,2-5-7,124.7,124.7,30,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,4-5-7,124.7,124.7,30,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,3-5-6,134.2,134.2,33,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,3-4-5,145.4,145.4,34,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,1,三連複,5-6-7,145.4,145.4,34,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/Odds3LenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=1
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,3-4,6.5,6.5,1,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,3-10,8.9,8.9,2,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,3-9,9.1,9.1,3,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,1-3,9.6,9.6,4,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,3-7,17.8,17.8,5,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,1-5,19.3,19.3,6,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,2-3,20.1,20.1,7,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,4-10,21.1,21.1,8,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,4-9,22.1,22.1,9,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,1-7,24.4,24.4,10,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,3-5,25.7,25.7,11,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,1-9,27.3,27.3,12,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,3-8,29.0,29.0,13,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,4-8,30.9,30.9,14,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,5-9,33.1,33.1,15,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,9-10,33.1,33.1,15,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,1-10,35.7,35.7,17,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,2-4,35.7,35.7,17,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,4-5,35.7,35.7,17,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,2-9,38.6,38.6,20,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,5-10,38.6,38.6,20,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,1-2,42.2,42.2,22,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,1-4,46.4,46.4,23,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,2-7,51.5,51.5,24,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,2-10,58.0,58.0,25,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,2-8,66.3,66.3,26,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,7-9,77.3,77.3,27,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,2-5,92.8,92.8,28,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,5-7,92.8,92.8,28,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,8-9,92.8,92.8,28,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,8-10,92.8,92.8,28,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,3-6,116.0,116.0,32,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,4-7,116.0,116.0,32,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
2026-09-20 14:21:25,14:20,2026-09-20,saga,2,馬連,5-6,116.0,116.0,32,https://www.keiba.go.jp/KeibaWeb/TodayRaceInfo/OddsUmLenFuku?k_babaCode=32&k_raceDate=2026%2F09%2F20&k_raceNo=2
