track,track_code,race_no,minutes_before,target_time,started_at,finished_at,status,returncode
urawa,18,1,30,2026-09-23T13:00:00+09:00,2026-09-23T13:00:00.000474+09:00,2026-09-23T13:00:04.292677+09:00,success,0
urawa,18,1,15,2026-09-23T13:15:00+09:00,2026-09-23T13:15:00.000588+09:00,2026-09-23T13:15:05.321865+09:00,success,0
urawa,18,1,10,2026-09-23T13:20:00+09:00,2026-09-23T13:20:00.000503+09:00,2026-09-23T13:20:05.091472+09:00,success,0
urawa,18,1,5,2026-09-23T13:25:00+09:00,2026-09-23T13:25:00.000665+09:00,2026-09-23T13:25:05.136260+09:00,success,0
urawa,18,1,2,2026-09-23T13:28:00+09:00,2026-09-23T13:28:00.000458+09:00,2026-09-23T13:28:02.039638+09:00,success,0
urawa,18,2,30,2026-09-23T13:30:00+09:00,2026-09-23T13:30:00.000458+09:00,2026-09-23T13:30:02.578267+09:00,success,0
urawa,18,2,15,2026-09-23T13:45:00+09:00,2026-09-23T13:45:00.000702+09:00,2026-09-23T13:45:02.486944+09:00,success,0
urawa,18,2,10,2026-09-23T13:50:00+09:00,2026-09-23T13:50:00.000592+09:00,2026-09-23T13:50:04.409079+09:00,success,0
urawa,18,2,5,2026-09-23T13:55:00+09:00,2026-09-23T13:55:00.000629+09:00,2026-09-23T13:55:04.898846+09:00,success,0
urawa,18,2,2,2026-09-23T13:58:00+09:00,2026-09-23T13:58:00.000504+09:00,2026-09-23T13:58:04.140771+09:00,success,0
urawa,18,3,30,2026-09-23T14:00:00+09:00,2026-09-23T14:00:00.000479+09:00,2026-09-23T14:00:04.176673+09:00,success,0
urawa,18,3,15,2026-09-23T14:15:00+09:00,2026-09-23T14:15:00.000550+09:00,2026-09-23T14:15:03.435247+09:00,success,0
urawa,18,3,10,2026-09-23T14:20:00+09:00,2026-09-23T14:20:00.000525+09:00,2026-09-23T14:20:03.425393+09:00,success,0
urawa,18,3,5,2026-09-23T14:25:00+09:00,2026-09-23T14:25:00.000585+09:00,2026-09-23T14:25:05.245146+09:00,success,0
urawa,18,3,2,2026-09-23T14:28:00+09:00,2026-09-23T14:28:00.000526+09:00,2026-09-23T14:28:03.411467+09:00,success,0
urawa,18,4,30,2026-09-23T14:30:00+09:00,2026-09-23T14:30:00.000504+09:00,2026-09-23T14:30:03.933640+09:00,success,0
urawa,18,4,15,2026-09-23T14:45:00+09:00,2026-09-23T14:45:00.000625+09:00,2026-09-23T14:45:03.285864+09:00,success,0
urawa,18,4,10,2026-09-23T14:50:00+09:00,2026-09-23T14:50:00.000499+09:00,2026-09-23T14:50:02.258931+09:00,success,0
urawa,18,4,5,2026-09-23T14:55:00+09:00,2026-09-23T14:55:00.000510+09:00,2026-09-23T14:55:04.668236+09:00,success,0
urawa,18,4,2,2026-09-23T14:58:00+09:00,2026-09-23T14:58:00.000565+09:00,2026-09-23T14:58:02.220126+09:00,success,0
urawa,18,5,30,2026-09-23T15:00:00+09:00,2026-09-23T15:00:00.000443+09:00,2026-09-23T15:00:05.323562+09:00,success,0
urawa,18,5,15,2026-09-23T15:15:00+09:00,2026-09-23T15:15:00.000399+09:00,2026-09-23T15:15:04.389175+09:00,success,0
urawa,18,5,10,2026-09-23T15:20:00+09:00,2026-09-23T15:20:00.000547+09:00,2026-09-23T15:20:04.275418+09:00,success,0
urawa,18,5,5,2026-09-23T15:25:00+09:00,2026-09-23T15:25:00.000468+09:00,2026-09-23T15:25:04.797070+09:00,success,0
urawa,18,5,2,2026-09-23T15:28:00+09:00,2026-09-23T15:28:00.000455+09:00,2026-09-23T15:28:04.567153+09:00,success,0
urawa,18,6,30,2026-09-23T15:30:00+09:00,2026-09-23T15:30:00.000455+09:00,2026-09-23T15:30:02.752125+09:00,success,0
sonoda,27,11,30,2026-09-23T15:45:00+09:00,2026-09-23T15:45:00.000590+09:00,2026-09-23T15:45:00.102328+09:00,failed,1
urawa,18,6,15,2026-09-23T15:45:00+09:00,2026-09-23T15:45:00.001108+09:00,2026-09-23T15:45:02.516001+09:00,success,0
urawa,18,6,10,2026-09-23T15:50:00+09:00,2026-09-23T15:50:00.000446+09:00,2026-09-23T15:50:05.494036+09:00,success,0
urawa,18,6,5,2026-09-23T15:55:00+09:00,2026-09-23T15:55:00.000671+09:00,2026-09-23T15:55:04.627150+09:00,success,0
urawa,18,6,2,2026-09-23T15:58:00+09:00,2026-09-23T15:58:00.000479+09:00,2026-09-23T15:58:04.030764+09:00,success,0
sonoda,27,11,15,2026-09-23T16:00:00+09:00,2026-09-23T16:00:00.000471+09:00,2026-09-23T16:00:00.079361+09:00,failed,1
urawa,18,7,30,2026-09-23T16:00:00+09:00,2026-09-23T16:00:00.000654+09:00,2026-09-23T16:00:05.784867+09:00,success,0
sonoda,27,11,10,2026-09-23T16:05:00+09:00,2026-09-23T16:05:00.000420+09:00,2026-09-23T16:05:00.056838+09:00,failed,1
kasamatsu,23,11,30,2026-09-23T16:10:00+09:00,2026-09-23T16:10:00.000492+09:00,2026-09-23T16:10:00.078546+09:00,failed,1
sonoda,27,11,5,2026-09-23T16:10:00+09:00,2026-09-23T16:10:00.000631+09:00,2026-09-23T16:10:00.078682+09:00,failed,1
sonoda,27,11,5,2026-09-23T16:10:00+09:00,2026-09-23T16:10:53.018805+09:00,2026-09-23T16:10:53.101566+09:00,failed,1
kasamatsu,23,11,30,2026-09-23T16:10:00+09:00,2026-09-23T16:10:53.018670+09:00,2026-09-23T16:10:53.101823+09:00,failed,1
sonoda,27,11,2,2026-09-23T16:13:00+09:00,2026-09-23T16:13:00.000373+09:00,2026-09-23T16:13:00.039110+09:00,failed,1
urawa,18,7,15,2026-09-23T16:15:00+09:00,2026-09-23T16:15:00.000428+09:00,2026-09-23T16:15:05.463197+09:00,success,0
urawa,18,7,10,2026-09-23T16:20:00+09:00,2026-09-23T16:20:00.000392+09:00,2026-09-23T16:20:04.459281+09:00,success,0
kasamatsu,23,11,15,2026-09-23T16:25:00+09:00,2026-09-23T16:25:00.000396+09:00,2026-09-23T16:25:00.057422+09:00,failed,1
urawa,18,7,5,2026-09-23T16:25:00+09:00,2026-09-23T16:25:00.000521+09:00,2026-09-23T16:25:05.378707+09:00,success,0
urawa,18,7,2,2026-09-23T16:28:00+09:00,2026-09-23T16:28:00.000330+09:00,2026-09-23T16:28:02.629432+09:00,success,0
kasamatsu,23,11,10,2026-09-23T16:30:00+09:00,2026-09-23T16:30:00.000343+09:00,2026-09-23T16:30:00.039828+09:00,failed,1
kasamatsu,23,11,10,2026-09-23T16:30:00+09:00,2026-09-23T16:30:58.033729+09:00,2026-09-23T16:30:58.104010+09:00,failed,1
kasamatsu,23,11,5,2026-09-23T16:35:00+09:00,2026-09-23T16:35:00.000469+09:00,2026-09-23T16:35:00.104196+09:00,failed,1
urawa,18,8,30,2026-09-23T16:35:00+09:00,2026-09-23T16:35:00.000726+09:00,2026-09-23T16:35:03.429411+09:00,success,0
kasamatsu,23,11,2,2026-09-23T16:38:00+09:00,2026-09-23T16:38:00.000494+09:00,2026-09-23T16:38:00.071121+09:00,failed,1
urawa,18,8,15,2026-09-23T16:50:00+09:00,2026-09-23T16:50:00.000453+09:00,2026-09-23T16:50:03.886944+09:00,success,0
urawa,18,8,10,2026-09-23T16:58:00+09:00,2026-09-23T16:58:00.000670+09:00,2026-09-23T16:58:02.833832+09:00,success,0
urawa,18,8,5,2026-09-23T17:03:00+09:00,2026-09-23T17:03:00.000456+09:00,2026-09-23T17:03:01.699357+09:00,success,0
urawa,18,8,2,2026-09-23T17:06:00+09:00,2026-09-23T17:06:00.000371+09:00,2026-09-23T17:06:02.168779+09:00,success,0
urawa,18,9,30,2026-09-23T17:10:00+09:00,2026-09-23T17:10:00.000545+09:00,2026-09-23T17:10:03.381904+09:00,success,0
urawa,18,9,15,2026-09-23T17:25:00+09:00,2026-09-23T17:25:00.000631+09:00,2026-09-23T17:25:03.041399+09:00,success,0
urawa,18,9,10,2026-09-23T17:30:00+09:00,2026-09-23T17:30:00.000426+09:00,2026-09-23T17:30:03.416778+09:00,success,0
urawa,18,9,5,2026-09-23T17:35:00+09:00,2026-09-23T17:35:00.000623+09:00,2026-09-23T17:35:03.564002+09:00,success,0
urawa,18,9,2,2026-09-23T17:38:00+09:00,2026-09-23T17:38:00.000459+09:00,2026-09-23T17:38:02.427091+09:00,success,0
